LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NLD,GDP,TOT,USD_CAP,A,2016,50551.43754,P
NLD,GDP,TOT,USD_CAP,A,2017,52959.20618,P
NZL,GDP,TOT,USD_CAP,A,1970,3856.403332,E
NZL,GDP,TOT,USD_CAP,A,1971,4231.204333,
NZL,GDP,TOT,USD_CAP,A,1972,4604.688936,
NZL,GDP,TOT,USD_CAP,A,1973,5004.039036,
NZL,GDP,TOT,USD_CAP,A,1974,5635.302993,
NZL,GDP,TOT,USD_CAP,A,1975,6237.14036,
NZL,GDP,TOT,USD_CAP,A,1976,6547.006564,
NZL,GDP,TOT,USD_CAP,A,1977,6467.277002,
NZL,GDP,TOT,USD_CAP,A,1978,7223.71595,
NZL,GDP,TOT,USD_CAP,A,1979,7727.943618,
NZL,GDP,TOT,USD_CAP,A,1980,8487.967202,
NZL,GDP,TOT,USD_CAP,A,1981,9534.891439,
NZL,GDP,TOT,USD_CAP,A,1982,10364.78435,
NZL,GDP,TOT,USD_CAP,A,1983,11133.28804,
NZL,GDP,TOT,USD_CAP,A,1984,12158.48862,
NZL,GDP,TOT,USD_CAP,A,1985,12505.10753,
NZL,GDP,TOT,USD_CAP,A,1986,13250.15481,
NZL,GDP,TOT,USD_CAP,A,1987,13404.47709,
NZL,GDP,TOT,USD_CAP,A,1988,13769.53333,
NZL,GDP,TOT,USD_CAP,A,1989,14360.29569,
NZL,GDP,TOT,USD_CAP,A,1990,14676.69846,
NZL,GDP,TOT,USD_CAP,A,1991,14517.89646,B
NZL,GDP,TOT,USD_CAP,A,1992,14869.842,
NZL,GDP,TOT,USD_CAP,A,1993,15900.06451,
NZL,GDP,TOT,USD_CAP,A,1994,17021.10264,
NZL,GDP,TOT,USD_CAP,A,1995,17818.79387,
NZL,GDP,TOT,USD_CAP,A,1996,18393.16216,
NZL,GDP,TOT,USD_CAP,A,1997,19079.68949,
NZL,GDP,TOT,USD_CAP,A,1998,19294.5093,
NZL,GDP,TOT,USD_CAP,A,1999,20536.3357,
NZL,GDP,TOT,USD_CAP,A,2000,21468.79024,
NZL,GDP,TOT,USD_CAP,A,2001,22404.81982,
NZL,GDP,TOT,USD_CAP,A,2002,23180.5794,
NZL,GDP,TOT,USD_CAP,A,2003,23858.26372,
NZL,GDP,TOT,USD_CAP,A,2004,25002.91992,
NZL,GDP,TOT,USD_CAP,A,2005,25589.97039,
NZL,GDP,TOT,USD_CAP,A,2006,27685.12318,
NZL,GDP,TOT,USD_CAP,A,2007,29309.15031,
NZL,GDP,TOT,USD_CAP,A,2008,29782.22921,
NZL,GDP,TOT,USD_CAP,A,2009,30591.29544,
NZL,GDP,TOT,USD_CAP,A,2010,31177.45061,
NZL,GDP,TOT,USD_CAP,A,2011,32667.47868,
NZL,GDP,TOT,USD_CAP,A,2012,32912.10508,
NZL,GDP,TOT,USD_CAP,A,2013,36024.43332,
NZL,GDP,TOT,USD_CAP,A,2014,37035.82044,
NZL,GDP,TOT,USD_CAP,A,2015,37205.57814,
NZL,GDP,TOT,USD_CAP,A,2016,38346.42238,E
NOR,GDP,TOT,USD_CAP,A,1970,3368.023794,
NOR,GDP,TOT,USD_CAP,A,1971,3714.87956,
NOR,GDP,TOT,USD_CAP,A,1972,4051.164276,
NOR,GDP,TOT,USD_CAP,A,1973,4434.816602,
NOR,GDP,TOT,USD_CAP,A,1974,4991.295953,
NOR,GDP,TOT,USD_CAP,A,1975,5692.198327,
NOR,GDP,TOT,USD_CAP,A,1976,6324.454338,
NOR,GDP,TOT,USD_CAP,A,1977,6966.809164,
NOR,GDP,TOT,USD_CAP,A,1978,7713.936446,
NOR,GDP,TOT,USD_CAP,A,1979,8685.971341,
NOR,GDP,TOT,USD_CAP,A,1980,9870.054236,
NOR,GDP,TOT,USD_CAP,A,1981,10926.58593,
NOR,GDP,TOT,USD_CAP,A,1982,11589.35218,
NOR,GDP,TOT,USD_CAP,A,1983,12486.09407,
NOR,GDP,TOT,USD_CAP,A,1984,13671.91491,
NOR,GDP,TOT,USD_CAP,A,1985,14846.28224,
NOR,GDP,TOT,USD_CAP,A,1986,15705.12509,
NOR,GDP,TOT,USD_CAP,A,1987,16309.92335,
NOR,GDP,TOT,USD_CAP,A,1988,16749.8025,
NOR,GDP,TOT,USD_CAP,A,1989,17506.8416,
NOR,GDP,TOT,USD_CAP,A,1990,18444.18279,
NOR,GDP,TOT,USD_CAP,A,1991,19549.17919,
NOR,GDP,TOT,USD_CAP,A,1992,20593.54235,
NOR,GDP,TOT,USD_CAP,A,1993,21552.66432,
NOR,GDP,TOT,USD_CAP,A,1994,22990.81088,
NOR,GDP,TOT,USD_CAP,A,1995,24321.89455,
NOR,GDP,TOT,USD_CAP,A,1996,26787.26317,
NOR,GDP,TOT,USD_CAP,A,1997,28593.11381,
NOR,GDP,TOT,USD_CAP,A,1998,28166.22007,
NOR,GDP,TOT,USD_CAP,A,1999,30554.74223,
NOR,GDP,TOT,USD_CAP,A,2000,36950.22509,
NOR,GDP,TOT,USD_CAP,A,2001,37816.21734,
NOR,GDP,TOT,USD_CAP,A,2002,37961.12649,
NOR,GDP,TOT,USD_CAP,A,2003,38529.22706,
NOR,GDP,TOT,USD_CAP,A,2004,42500.7934,
NOR,GDP,TOT,USD_CAP,A,2005,47775.43918,
NOR,GDP,TOT,USD_CAP,A,2006,54083.02748,
NOR,GDP,TOT,USD_CAP,A,2007,55888.93072,
NOR,GDP,TOT,USD_CAP,A,2008,61759.99132,
NOR,GDP,TOT,USD_CAP,A,2009,55424.43433,
NOR,GDP,TOT,USD_CAP,A,2010,58025.02229,
NOR,GDP,TOT,USD_CAP,A,2011,62146.13251,
NOR,GDP,TOT,USD_CAP,A,2012,65441.92484,
NOR,GDP,TOT,USD_CAP,A,2013,67051.14287,
NOR,GDP,TOT,USD_CAP,A,2014,66018.42418,
NOR,GDP,TOT,USD_CAP,A,2015,61713.18866,
NOR,GDP,TOT,USD_CAP,A,2016,58791.75823,
POL,GDP,TOT,USD_CAP,A,1990,6191.735076,E
POL,GDP,TOT,USD_CAP,A,1991,5936.806987,E
POL,GDP,TOT,USD_CAP,A,1992,6214.416072,E
POL,GDP,TOT,USD_CAP,A,1993,6591.826014,E
POL,GDP,TOT,USD_CAP,A,1994,7082.68146,E
POL,GDP,TOT,USD_CAP,A,1995,7728.504623,
POL,GDP,TOT,USD_CAP,A,1996,8325.091365,
POL,GDP,TOT,USD_CAP,A,1997,9001.409289,
POL,GDP,TOT,USD_CAP,A,1998,9557.532347,
POL,GDP,TOT,USD_CAP,A,1999,10124.60357,
POL,GDP,TOT,USD_CAP,A,2000,10651.97324,
POL,GDP,TOT,USD_CAP,A,2001,11110.35596,
POL,GDP,TOT,USD_CAP,A,2002,11780.56697,
POL,GDP,TOT,USD_CAP,A,2003,12259.37593,
POL,GDP,TOT,USD_CAP,A,2004,13346.65463,
POL,GDP,TOT,USD_CAP,A,2005,13897.54307,
POL,GDP,TOT,USD_CAP,A,2006,15147.8265,
POL,GDP,TOT,USD_CAP,A,2007,16787.07569,
POL,GDP,TOT,USD_CAP,A,2008,18315.13109,
POL,GDP,TOT,USD_CAP,A,2009,19077.28001,
POL,GDP,TOT,USD_CAP,A,2010,20809.45684,
POL,GDP,TOT,USD_CAP,A,2011,22576.17938,
POL,GDP,TOT,USD_CAP,A,2012,23542.00296,
POL,GDP,TOT,USD_CAP,A,2013,24422.76391,
POL,GDP,TOT,USD_CAP,A,2014,25288.23081,
POL,GDP,TOT,USD_CAP,A,2015,26270.68427,
POL,GDP,TOT,USD_CAP,A,2016,27057.65239,
POL,GDP,TOT,USD_CAP,A,2017,28951.21803,
PRT,GDP,TOT,USD_CAP,A,1970,2080.839953,E
PRT,GDP,TOT,USD_CAP,A,1971,2351.998821,E
PRT,GDP,TOT,USD_CAP,A,1972,2654.505174,E
PRT,GDP,TOT,USD_CAP,A,1973,3111.385746,E
PRT,GDP,TOT,USD_CAP,A,1974,3382.236654,E
PRT,GDP,TOT,USD_CAP,A,1975,3403.045659,E
PRT,GDP,TOT,USD_CAP,A,1976,3730.079464,E
PRT,GDP,TOT,USD_CAP,A,1977,4139.158822,E
PRT,GDP,TOT,USD_CAP,A,1978,4505.445732,E
PRT,GDP,TOT,USD_CAP,A,1979,5097.518177,E
PRT,GDP,TOT,USD_CAP,A,1980,5749.795445,E
PRT,GDP,TOT,USD_CAP,A,1981,6333.860498,E
PRT,GDP,TOT,USD_CAP,A,1982,6828.157328,E
PRT,GDP,TOT,USD_CAP,A,1983,7054.865648,E
PRT,GDP,TOT,USD_CAP,A,1984,7143.455424,E
PRT,GDP,TOT,USD_CAP,A,1985,7562.327838,E
PRT,GDP,TOT,USD_CAP,A,1986,8034.378051,E
PRT,GDP,TOT,USD_CAP,A,1987,8780.054407,E
PRT,GDP,TOT,USD_CAP,A,1988,9793.481852,E
PRT,GDP,TOT,USD_CAP,A,1989,10863.32576,E
PRT,GDP,TOT,USD_CAP,A,1990,11755.16347,E
PRT,GDP,TOT,USD_CAP,A,1991,12712.97654,E
PRT,GDP,TOT,USD_CAP,A,1992,13149.72913,E
PRT,GDP,TOT,USD_CAP,A,1993,13172.84085,E
PRT,GDP,TOT,USD_CAP,A,1994,13550.37147,E
PRT,GDP,TOT,USD_CAP,A,1995,14384.56378,
PRT,GDP,TOT,USD_CAP,A,1996,14899.39502,
PRT,GDP,TOT,USD_CAP,A,1997,15783.74986,
PRT,GDP,TOT,USD_CAP,A,1998,16677.92618,
PRT,GDP,TOT,USD_CAP,A,1999,17723.51132,
PRT,GDP,TOT,USD_CAP,A,2000,18883.894,
PRT,GDP,TOT,USD_CAP,A,2001,19556.93167,
PRT,GDP,TOT,USD_CAP,A,2002,20367.7387,
PRT,GDP,TOT,USD_CAP,A,2003,20839.50013,
PRT,GDP,TOT,USD_CAP,A,2004,21483.23776,
PRT,GDP,TOT,USD_CAP,A,2005,22739.66382,
PRT,GDP,TOT,USD_CAP,A,2006,24658.5397,
PRT,GDP,TOT,USD_CAP,A,2007,25701.41542,
PRT,GDP,TOT,USD_CAP,A,2008,26631.49833,
PRT,GDP,TOT,USD_CAP,A,2009,26464.48097,
PRT,GDP,TOT,USD_CAP,A,2010,27334.80906,
PRT,GDP,TOT,USD_CAP,A,2011,26780.13068,
PRT,GDP,TOT,USD_CAP,A,2012,26454.22685,
PRT,GDP,TOT,USD_CAP,A,2013,27899.47614,
PRT,GDP,TOT,USD_CAP,A,2014,28746.52581,
PRT,GDP,TOT,USD_CAP,A,2015,29532.32841,
PRT,GDP,TOT,USD_CAP,A,2016,30658.46629,P
PRT,GDP,TOT,USD_CAP,A,2017,32177.18508,P
SVK,GDP,TOT,USD_CAP,A,1992,7145.839141,E
SVK,GDP,TOT,USD_CAP,A,1993,7429.755903,E
SVK,GDP,TOT,USD_CAP,A,1994,8025.731362,E
SVK,GDP,TOT,USD_CAP,A,1995,8645.277554,
SVK,GDP,TOT,USD_CAP,A,1996,9358.226152,
SVK,GDP,TOT,USD_CAP,A,1997,10063.40372,
SVK,GDP,TOT,USD_CAP,A,1998,10603.90548,
SVK,GDP,TOT,USD_CAP,A,1999,10701.51806,
SVK,GDP,TOT,USD_CAP,A,2000,11329.64778,
SVK,GDP,TOT,USD_CAP,A,2001,12380.14019,
SVK,GDP,TOT,USD_CAP,A,2002,13290.17514,
SVK,GDP,TOT,USD_CAP,A,2003,14123.11061,
SVK,GDP,TOT,USD_CAP,A,2004,15165.15945,
SVK,GDP,TOT,USD_CAP,A,2005,16572.06371,
SVK,GDP,TOT,USD_CAP,A,2006,18804.57776,
SVK,GDP,TOT,USD_CAP,A,2007,21075.41399,
SVK,GDP,TOT,USD_CAP,A,2008,23574.93219,
SVK,GDP,TOT,USD_CAP,A,2009,22921.66236,
SVK,GDP,TOT,USD_CAP,A,2010,24809.25482,
SVK,GDP,TOT,USD_CAP,A,2011,25836.33899,
SVK,GDP,TOT,USD_CAP,A,2012,26654.00879,
SVK,GDP,TOT,USD_CAP,A,2013,27899.62134,
SVK,GDP,TOT,USD_CAP,A,2014,28928.17644,
SVK,GDP,TOT,USD_CAP,A,2015,29529.97772,
SVK,GDP,TOT,USD_CAP,A,2016,30460.32019,
SVK,GDP,TOT,USD_CAP,A,2017,32119.35687,
ESP,GDP,TOT,USD_CAP,A,1970,2764.644958,E
ESP,GDP,TOT,USD_CAP,A,1971,3012.173605,E
ESP,GDP,TOT,USD_CAP,A,1972,3368.345617,E
ESP,GDP,TOT,USD_CAP,A,1973,3793.958955,E
ESP,GDP,TOT,USD_CAP,A,1974,4325.223668,E
ESP,GDP,TOT,USD_CAP,A,1975,4702.191026,E
ESP,GDP,TOT,USD_CAP,A,1976,5063.997186,E
ESP,GDP,TOT,USD_CAP,A,1977,5465.381715,E
ESP,GDP,TOT,USD_CAP,A,1978,5868.372794,E
ESP,GDP,TOT,USD_CAP,A,1979,6298.979833,E
ESP,GDP,TOT,USD_CAP,A,1980,6943.509421,E
ESP,GDP,TOT,USD_CAP,A,1981,7535.310464,E
ESP,GDP,TOT,USD_CAP,A,1982,8059.184656,E
ESP,GDP,TOT,USD_CAP,A,1983,8485.6495,E
ESP,GDP,TOT,USD_CAP,A,1984,8907.108298,E
ESP,GDP,TOT,USD_CAP,A,1985,9370.972179,E
ESP,GDP,TOT,USD_CAP,A,1986,9841.093137,E
ESP,GDP,TOT,USD_CAP,A,1987,10625.79914,E
ESP,GDP,TOT,USD_CAP,A,1988,11532.68684,E
ESP,GDP,TOT,USD_CAP,A,1989,12535.1281,E
ESP,GDP,TOT,USD_CAP,A,1990,13469.87198,E
ESP,GDP,TOT,USD_CAP,A,1991,14247.30956,E
ESP,GDP,TOT,USD_CAP,A,1992,14673.18235,E
ESP,GDP,TOT,USD_CAP,A,1993,14834.90445,E
ESP,GDP,TOT,USD_CAP,A,1994,15483.91671,E
ESP,GDP,TOT,USD_CAP,A,1995,16219.25424,
ESP,GDP,TOT,USD_CAP,A,1996,16914.81427,
ESP,GDP,TOT,USD_CAP,A,1997,17863.91971,
ESP,GDP,TOT,USD_CAP,A,1998,19018.23275,
ESP,GDP,TOT,USD_CAP,A,1999,19915.64327,
ESP,GDP,TOT,USD_CAP,A,2000,21537.62536,
ESP,GDP,TOT,USD_CAP,A,2001,22977.31616,
ESP,GDP,TOT,USD_CAP,A,2002,24367.74311,
ESP,GDP,TOT,USD_CAP,A,2003,25049.17356,
ESP,GDP,TOT,USD_CAP,A,2004,26227.78369,
ESP,GDP,TOT,USD_CAP,A,2005,27696.44668,
ESP,GDP,TOT,USD_CAP,A,2006,30844.81247,
ESP,GDP,TOT,USD_CAP,A,2007,32584.783,
ESP,GDP,TOT,USD_CAP,A,2008,33442.50046,
ESP,GDP,TOT,USD_CAP,A,2009,32381.98171,
ESP,GDP,TOT,USD_CAP,A,2010,31964.11571,
ESP,GDP,TOT,USD_CAP,A,2011,32072.68837,
ESP,GDP,TOT,USD_CAP,A,2012,31992.80352,
ESP,GDP,TOT,USD_CAP,A,2013,32622.65998,
ESP,GDP,TOT,USD_CAP,A,2014,33728.36272,
ESP,GDP,TOT,USD_CAP,A,2015,34844.14437,P
ESP,GDP,TOT,USD_CAP,A,2016,36331.52557,P
ESP,GDP,TOT,USD_CAP,A,2017,38109.77418,P
SWE,GDP,TOT,USD_CAP,A,1970,4840.335423,E
SWE,GDP,TOT,USD_CAP,A,1971,5099.28876,E
SWE,GDP,TOT,USD_CAP,A,1972,5425.730005,E
SWE,GDP,TOT,USD_CAP,A,1973,5937.043869,E
SWE,GDP,TOT,USD_CAP,A,1974,6657.670695,E
SWE,GDP,TOT,USD_CAP,A,1975,7431.737968,E
SWE,GDP,TOT,USD_CAP,A,1976,7893.705819,E
SWE,GDP,TOT,USD_CAP,A,1977,8220.535086,E
SWE,GDP,TOT,USD_CAP,A,1978,8925.854643,E
SWE,GDP,TOT,USD_CAP,A,1979,10010.82897,E
SWE,GDP,TOT,USD_CAP,A,1980,11077.81793,E
SWE,GDP,TOT,USD_CAP,A,1981,12152.53532,E
SWE,GDP,TOT,USD_CAP,A,1982,13059.75682,E
SWE,GDP,TOT,USD_CAP,A,1983,13826.77983,E
SWE,GDP,TOT,USD_CAP,A,1984,14908.62599,E
SWE,GDP,TOT,USD_CAP,A,1985,15693.56046,E
SWE,GDP,TOT,USD_CAP,A,1986,16401.79791,E
SWE,GDP,TOT,USD_CAP,A,1987,17326.41949,E
SWE,GDP,TOT,USD_CAP,A,1988,18309.0667,E
SWE,GDP,TOT,USD_CAP,A,1989,19394.84939,E
SWE,GDP,TOT,USD_CAP,A,1990,20107.8177,E
SWE,GDP,TOT,USD_CAP,A,1991,20400.76298,E
SWE,GDP,TOT,USD_CAP,A,1992,20502.71296,E
SWE,GDP,TOT,USD_CAP,A,1993,20437.40483,
SWE,GDP,TOT,USD_CAP,A,1994,21571.86813,
SWE,GDP,TOT,USD_CAP,A,1995,22788.11124,
SWE,GDP,TOT,USD_CAP,A,1996,23600.15959,
SWE,GDP,TOT,USD_CAP,A,1997,24452.5401,
SWE,GDP,TOT,USD_CAP,A,1998,25483.33506,
SWE,GDP,TOT,USD_CAP,A,1999,27148.29607,
SWE,GDP,TOT,USD_CAP,A,2000,29275.86927,
SWE,GDP,TOT,USD_CAP,A,2001,29658.51385,
SWE,GDP,TOT,USD_CAP,A,2002,30587.6195,
SWE,GDP,TOT,USD_CAP,A,2003,31470.71001,
SWE,GDP,TOT,USD_CAP,A,2004,33540.13481,
SWE,GDP,TOT,USD_CAP,A,2005,33967.08265,
SWE,GDP,TOT,USD_CAP,A,2006,37423.17798,
SWE,GDP,TOT,USD_CAP,A,2007,40572.72356,
SWE,GDP,TOT,USD_CAP,A,2008,41853.86487,
SWE,GDP,TOT,USD_CAP,A,2009,39645.72089,
SWE,GDP,TOT,USD_CAP,A,2010,41628.08825,
SWE,GDP,TOT,USD_CAP,A,2011,43755.12286,
SWE,GDP,TOT,USD_CAP,A,2012,44724.85125,
SWE,GDP,TOT,USD_CAP,A,2013,45673.0733,
SWE,GDP,TOT,USD_CAP,A,2014,46524.23047,
SWE,GDP,TOT,USD_CAP,A,2015,47891.20938,
SWE,GDP,TOT,USD_CAP,A,2016,48853.27978,
SWE,GDP,TOT,USD_CAP,A,2017,50090.28202,
CHE,GDP,TOT,USD_CAP,A,1970,7159.603813,E
CHE,GDP,TOT,USD_CAP,A,1971,7735.577477,E
CHE,GDP,TOT,USD_CAP,A,1972,8253.201529,E
CHE,GDP,TOT,USD_CAP,A,1973,8912.383062,E
CHE,GDP,TOT,USD_CAP,A,1974,9825.548611,E
CHE,GDP,TOT,USD_CAP,A,1975,10041.42528,E
CHE,GDP,TOT,USD_CAP,A,1976,10559.68341,E
CHE,GDP,TOT,USD_CAP,A,1977,11518.33977,E
CHE,GDP,TOT,USD_CAP,A,1978,12345.9472,E
CHE,GDP,TOT,USD_CAP,A,1979,13658.80084,E
CHE,GDP,TOT,USD_CAP,A,1980,15492.00056,
CHE,GDP,TOT,USD_CAP,A,1981,17091.99557,
CHE,GDP,TOT,USD_CAP,A,1982,17809.19511,
CHE,GDP,TOT,USD_CAP,A,1983,18588.31586,
CHE,GDP,TOT,USD_CAP,A,1984,19756.30869,
CHE,GDP,TOT,USD_CAP,A,1985,21046.27384,
CHE,GDP,TOT,USD_CAP,A,1986,21738.14064,
CHE,GDP,TOT,USD_CAP,A,1987,22488.57164,
CHE,GDP,TOT,USD_CAP,A,1988,23849.51048,
CHE,GDP,TOT,USD_CAP,A,1989,25651.77718,
CHE,GDP,TOT,USD_CAP,A,1990,27280.96853,
CHE,GDP,TOT,USD_CAP,A,1991,27590.62288,
CHE,GDP,TOT,USD_CAP,A,1992,27951.24971,
CHE,GDP,TOT,USD_CAP,A,1993,28393.08804,
CHE,GDP,TOT,USD_CAP,A,1994,29165.24248,
CHE,GDP,TOT,USD_CAP,A,1995,29669.55856,
CHE,GDP,TOT,USD_CAP,A,1996,30284.0041,
CHE,GDP,TOT,USD_CAP,A,1997,31524.39034,
CHE,GDP,TOT,USD_CAP,A,1998,32613.25804,
CHE,GDP,TOT,USD_CAP,A,1999,33505.30114,
CHE,GDP,TOT,USD_CAP,A,2000,35428.54943,
CHE,GDP,TOT,USD_CAP,A,2001,36552.82199,
CHE,GDP,TOT,USD_CAP,A,2002,37466.38184,
CHE,GDP,TOT,USD_CAP,A,2003,37460.72438,
CHE,GDP,TOT,USD_CAP,A,2004,38927.08967,
CHE,GDP,TOT,USD_CAP,A,2005,40326.87635,
CHE,GDP,TOT,USD_CAP,A,2006,44865.23766,
CHE,GDP,TOT,USD_CAP,A,2007,49491.6747,
CHE,GDP,TOT,USD_CAP,A,2008,52362.64918,
CHE,GDP,TOT,USD_CAP,A,2009,51555.31268,
CHE,GDP,TOT,USD_CAP,A,2010,52911.37474,
CHE,GDP,TOT,USD_CAP,A,2011,56183.81787,
CHE,GDP,TOT,USD_CAP,A,2012,57849.60172,
CHE,GDP,TOT,USD_CAP,A,2013,60108.54053,
CHE,GDP,TOT,USD_CAP,A,2014,61902.16174,
CHE,GDP,TOT,USD_CAP,A,2015,63648.30306,
CHE,GDP,TOT,USD_CAP,A,2016,63888.70868,P
TUR,GDP,TOT,USD_CAP,A,1970,1780.613673,E
TUR,GDP,TOT,USD_CAP,A,1971,1926.446884,E
TUR,GDP,TOT,USD_CAP,A,1972,2105.774708,E
TUR,GDP,TOT,USD_CAP,A,1973,2236.188561,E
TUR,GDP,TOT,USD_CAP,A,1974,2509.847585,E
TUR,GDP,TOT,USD_CAP,A,1975,2862.595057,E
TUR,GDP,TOT,USD_CAP,A,1976,3267.437616,E
TUR,GDP,TOT,USD_CAP,A,1977,3515.000777,E
TUR,GDP,TOT,USD_CAP,A,1978,3740.285725,E
TUR,GDP,TOT,USD_CAP,A,1979,3941.530979,E
TUR,GDP,TOT,USD_CAP,A,1980,4106.244644,E
TUR,GDP,TOT,USD_CAP,A,1981,4593.677642,E
TUR,GDP,TOT,USD_CAP,A,1982,4928.244912,E
TUR,GDP,TOT,USD_CAP,A,1983,5245.267683,E
TUR,GDP,TOT,USD_CAP,A,1984,5653.478509,E
TUR,GDP,TOT,USD_CAP,A,1985,5932.38786,E
TUR,GDP,TOT,USD_CAP,A,1986,6328.958353,E
TUR,GDP,TOT,USD_CAP,A,1987,6985.240006,E
TUR,GDP,TOT,USD_CAP,A,1988,7258.6362,E
TUR,GDP,TOT,USD_CAP,A,1989,7430.925357,E
TUR,GDP,TOT,USD_CAP,A,1990,8277.254801,E
TUR,GDP,TOT,USD_CAP,A,1991,8488.02612,E
TUR,GDP,TOT,USD_CAP,A,1992,9050.722859,E
TUR,GDP,TOT,USD_CAP,A,1993,9850.994904,E
TUR,GDP,TOT,USD_CAP,A,1994,9362.385823,E
TUR,GDP,TOT,USD_CAP,A,1995,10087.40699,E
TUR,GDP,TOT,USD_CAP,A,1996,10807.95937,E
TUR,GDP,TOT,USD_CAP,A,1997,11635.95646,E
TUR,GDP,TOT,USD_CAP,A,1998,8923.511862,
TUR,GDP,TOT,USD_CAP,A,1999,8608.417262,
TUR,GDP,TOT,USD_CAP,A,2000,9431.352032,
TUR,GDP,TOT,USD_CAP,A,2001,9089.597607,
TUR,GDP,TOT,USD_CAP,A,2002,9207.886408,
TUR,GDP,TOT,USD_CAP,A,2003,9490.692786,
TUR,GDP,TOT,USD_CAP,A,2004,10749.72093,
TUR,GDP,TOT,USD_CAP,A,2005,11772.98891,
TUR,GDP,TOT,USD_CAP,A,2006,13497.95142,
TUR,GDP,TOT,USD_CAP,A,2007,14712.88468,
TUR,GDP,TOT,USD_CAP,A,2008,15901.07695,
TUR,GDP,TOT,USD_CAP,A,2009,15330.48081,
TUR,GDP,TOT,USD_CAP,A,2010,17281.32703,
TUR,GDP,TOT,USD_CAP,A,2011,19517.18146,
TUR,GDP,TOT,USD_CAP,A,2012,20549.29308,E
TUR,GDP,TOT,USD_CAP,A,2013,22314.40367,E
TUR,GDP,TOT,USD_CAP,A,2014,24158.80637,E
TUR,GDP,TOT,USD_CAP,A,2015,25111.77646,E
TUR,GDP,TOT,USD_CAP,A,2016,25655.47178,E
GBR,GDP,TOT,USD_CAP,A,1960,2186.298678,
GBR,GDP,TOT,USD_CAP,A,1961,2248.226997,
GBR,GDP,TOT,USD_CAP,A,1962,2296.179887,
GBR,GDP,TOT,USD_CAP,A,1963,2419.069763,
GBR,GDP,TOT,USD_CAP,A,1964,2563.492244,
GBR,GDP,TOT,USD_CAP,A,1965,2694.142395,
GBR,GDP,TOT,USD_CAP,A,1966,2834.567525,
GBR,GDP,TOT,USD_CAP,A,1967,2976.523362,
GBR,GDP,TOT,USD_CAP,A,1968,3268.199673,
GBR,GDP,TOT,USD_CAP,A,1969,3507.172729,
GBR,GDP,TOT,USD_CAP,A,1970,3613.939033,
GBR,GDP,TOT,USD_CAP,A,1971,3908.962621,
GBR,GDP,TOT,USD_CAP,A,1972,4240.817118,
GBR,GDP,TOT,USD_CAP,A,1973,4751.97484,
GBR,GDP,TOT,USD_CAP,A,1974,5050.103789,
GBR,GDP,TOT,USD_CAP,A,1975,5437.170274,
GBR,GDP,TOT,USD_CAP,A,1976,5903.572983,
GBR,GDP,TOT,USD_CAP,A,1977,6425.918064,
GBR,GDP,TOT,USD_CAP,A,1978,7167.595397,
GBR,GDP,TOT,USD_CAP,A,1979,8040.782944,
GBR,GDP,TOT,USD_CAP,A,1980,8574.469157,
GBR,GDP,TOT,USD_CAP,A,1981,9298.100287,
GBR,GDP,TOT,USD_CAP,A,1982,10085.46151,
GBR,GDP,TOT,USD_CAP,A,1983,10921.43412,
GBR,GDP,TOT,USD_CAP,A,1984,11547.30176,
GBR,GDP,TOT,USD_CAP,A,1985,12384.88247,
GBR,GDP,TOT,USD_CAP,A,1986,12999.62598,
GBR,GDP,TOT,USD_CAP,A,1987,14009.06022,
GBR,GDP,TOT,USD_CAP,A,1988,15302.70909,
GBR,GDP,TOT,USD_CAP,A,1989,16260.16153,
GBR,GDP,TOT,USD_CAP,A,1990,16937.26821,
GBR,GDP,TOT,USD_CAP,A,1991,17250.29412,
GBR,GDP,TOT,USD_CAP,A,1992,17664.60557,
GBR,GDP,TOT,USD_CAP,A,1993,18500.4403,
GBR,GDP,TOT,USD_CAP,A,1994,19577.05194,
GBR,GDP,TOT,USD_CAP,A,1995,20421.42329,
GBR,GDP,TOT,USD_CAP,A,1996,21746.69948,
GBR,GDP,TOT,USD_CAP,A,1997,22933.07821,
GBR,GDP,TOT,USD_CAP,A,1998,23455.68658,
GBR,GDP,TOT,USD_CAP,A,1999,24170.61349,
GBR,GDP,TOT,USD_CAP,A,2000,26248.77627,
GBR,GDP,TOT,USD_CAP,A,2001,27465.70144,
GBR,GDP,TOT,USD_CAP,A,2002,28809.08024,
GBR,GDP,TOT,USD_CAP,A,2003,30049.30825,
GBR,GDP,TOT,USD_CAP,A,2004,31753.01663,
GBR,GDP,TOT,USD_CAP,A,2005,32430.54643,
GBR,GDP,TOT,USD_CAP,A,2006,34511.94412,
GBR,GDP,TOT,USD_CAP,A,2007,35291.37995,
GBR,GDP,TOT,USD_CAP,A,2008,36247.53199,
GBR,GDP,TOT,USD_CAP,A,2009,34598.58384,
GBR,GDP,TOT,USD_CAP,A,2010,35879.65571,
GBR,GDP,TOT,USD_CAP,A,2011,36592.89182,
GBR,GDP,TOT,USD_CAP,A,2012,37702.82105,
GBR,GDP,TOT,USD_CAP,A,2013,39321.76439,
GBR,GDP,TOT,USD_CAP,A,2014,40717.41325,
GBR,GDP,TOT,USD_CAP,A,2015,41591.88688,
GBR,GDP,TOT,USD_CAP,A,2016,42622.16884,
GBR,GDP,TOT,USD_CAP,A,2017,43880.64523,
